,SeqId,Count
0,4535-50,67
1,12849-25,61
2,5476-66,58
3,6897-38,70
4,5087-5,79
5,15526-33,45
6,21143-10,62
7,5934-1,64
8,15324-58,66
9,13055-53,32
10,12518-289,41
11,20087-3,67
12,21441-20,10
13,19141-22,73
14,13738-8,27
15,25964-12,66
16,4234-8,74
17,14148-2,10
18,19193-18,6
19,23200-25,45
20,25452-16,67
21,8233-2,33
22,9370-69,73
23,20411-52,22
24,20593-10,2
25,5792-8,9
26,3592-4,1
27,11214-40,7
28,15368-3,6
29,25057-2,38
30,7127-3,11
31,16863-47,1
32,21957-12,25
33,9456-34,65
34,21828-6,24
35,23007-8,4
36,5636-10,45
37,3538-26,2
38,3399-31,58
39,2770-51,13
40,6408-2,9
41,22506-25,19
42,3415-61,35
43,13447-42,1
44,13097-11,17
45,23625-44,18
46,3232-28,12
47,15455-40,14
48,2734-49,53
49,7147-35,13
50,4982-54,29
51,8601-167,24
52,4155-3,37
53,11380-84,2
54,11313-100,19
55,4126-22,23
56,3311-27,46
57,2429-27,20
58,15698-6,36
59,25244-9,1
60,14254-27,3
61,24457-12,6
62,19273-3,11
63,2826-53,18
64,20427-18,21
65,3388-58,34
66,4541-49,42
67,23524-2,22
68,7999-23,1
69,3504-58,11
70,23162-36,1
71,13701-2,13
72,20103-176,28
73,7849-3,15
74,25459-3,35
75,3175-51,26
76,17758-79,2
77,6409-57,31
78,10854-15,12
79,5688-65,30
80,25126-19,9
81,3581-53,35
82,7810-20,50
83,6649-51,1
84,15607-56,14
85,11118-107,7
86,3041-55,18
87,7015-8,9
88,5691-2,24
89,18938-3,1
90,18866-8,2
91,4413-3,33
92,3505-6,39
93,11203-97,6
94,3506-49,13
95,21764-99,23
96,14245-195,6
97,22033-7,5
98,6631-17,14
99,9954-2,2
100,23327-1,23
101,23588-9,45
102,19247-1,1
103,3299-29,12
104,9267-2,8
105,3636-37,4
106,8589-13,18
107,4909-68,1
108,20423-40,7
109,14038-130,12
110,21676-17,22
111,2571-12,13
112,15446-25,1
113,23580-2,8
114,11208-15,38
115,2778-10,18
116,10743-13,8
117,3336-50,21
118,14614-41,7
119,18242-8,2
120,11205-10,1
121,21770-18,6
122,16763-11,30
123,17516-7,3
124,6629-3,11
125,22974-25,3
126,3366-51,32
127,2597-8,1
128,3302-58,10
129,21501-30,3
130,19296-51,51
131,3196-6,44
132,6227-1,9
133,3079-62,2
134,18873-8,15
135,18265-18,7
136,18943-4,4
137,14144-3,1
138,7779-86,1
139,3291-30,5
140,3220-40,7
141,18395-5,10
142,6252-62,2
143,3314-74,6
144,8429-16,11
145,9242-11,4
146,11836-144,11
147,6998-106,2
148,9183-7,3
149,16927-9,26
150,3184-25,17
151,5701-81,21
152,13993-20,8
153,9848-22,1
154,9713-67,10
155,5364-7,9
156,5598-3,11
157,6383-90,5
158,6423-66,1
159,2637-77,6
160,10451-11,4
161,11278-4,8
162,12549-33,7
163,22978-13,1
164,10620-21,6
165,3024-18,3
166,11142-11,6
167,5635-66,1
168,13747-9,1
169,14115-34,4
170,14708-59,12
171,8220-15,5
172,9188-119,8
173,15486-126,8
174,9933-49,1
175,9377-25,4
176,2449-1,3
177,2952-75,6
178,11616-9,1
179,6973-111,7
180,12768-3,3
181,3284-75,9
182,8469-41,11
183,22395-7,6
184,23611-16,11
185,10365-132,14
186,24926-9,1
187,3484-60,8
188,19556-12,3
189,11573-3,5
190,19558-10,4
191,3508-78,1
192,5036-50,20
193,10693-43,5
194,4468-21,2
195,17828-3,5
196,13990-1,20
197,10565-19,7
198,4910-21,1
199,23629-4,3
200,8462-18,3
201,2950-57,3
202,11318-20,8
203,2436-49,13
204,15617-8,4
205,13671-40,6
206,17210-2,9
207,9453-12,10
208,4866-59,3
209,3040-59,17
210,2681-23,2
211,5015-15,6
212,24671-15,1
213,12457-10,1
214,23296-29,5
215,11177-16,9
216,23699-61,8
217,22783-40,2
218,23620-16,3
219,15606-19,1
220,23253-5,1
221,10699-52,2
222,2860-19,1
223,9002-36,1
224,13374-4,2
225,9514-46,1
226,10015-119,2
227,7020-13,4
228,11387-3,1
229,21348-22,1
230,5963-9,4
231,3327-27,3
232,4563-61,2
233,23767-1,1
234,23321-42,4
235,21691-27,4
236,17792-158,8
237,24440-11,12
238,17742-2,3
239,24937-7,3
240,4125-52,1
241,25255-4,6
242,17145-1,2
243,2976-58,2
244,21393-62,2
245,11186-12,1
246,21833-6,3
247,14041-13,1
248,2831-29,11
249,20590-13,5
250,3814-63,6
251,2913-1,17
252,7083-74,4
253,22578-17,1
254,9022-49,2
255,2744-57,4
256,20561-15,1
257,21804-15,5
258,19614-8,7
259,12501-10,3
260,20388-8,2
261,12568-14,2
262,3213-65,1
263,6035-2,1
264,4158-54,3
265,8424-269,1
266,5412-53,2
267,9748-31,1
268,13434-172,6
269,17155-1,4
270,18178-13,2
271,15565-102,7
272,2841-13,1
273,4876-32,1
274,13507-51,1
275,9898-161,1
276,4559-64,1
277,2742-68,1
278,8923-94,2
279,11370-20,1
280,4153-11,1
281,5728-60,1
282,8819-3,4
283,4886-3,3
284,5620-13,1
285,12644-63,2
286,7856-51,1
287,12848-9,1
288,7951-146,3
289,15374-15,3
290,5085-18,2
291,21282-21,1
292,2570-72,2
293,15480-2,1
294,3122-6,1
295,13717-15,1
296,9081-39,1
297,12041-33,2
298,12726-3,2
299,7823-22,1
300,22074-35,4
301,18218-48,1
302,2948-58,1
303,13067-5,1
304,7839-99,1
305,3554-24,3
306,5725-1,1
307,25087-11,2
308,20219-25,4
309,13699-6,2
310,21232-39,3
311,15570-99,3
312,3029-52,2
313,9979-13,4
314,9207-60,1
315,6583-67,1
316,20398-60,1
317,3074-6,1
318,2806-49,1
319,24307-22,1
320,21321-2,1
321,18931-40,2
322,15417-3,1
323,21106-206,2
324,5687-5,1
325,3587-53,1
326,6209-2,2
327,22005-8,2
328,16612-28,4
329,22486-58,2
330,22969-12,1
331,8992-1,2
332,8398-277,1
333,23547-21,1
334,5605-77,1
335,18166-4,1
336,21891-31,1
337,4159-130,1
338,3730-81,1
339,23702-98,1
340,5063-12,1
341,4141-79,1
342,5080-131,1
343,3044-3,2
344,9094-5,1
345,6103-70,2
346,22003-4,1
347,10428-1,1
348,12446-49,2
349,9959-60,1
350,11152-46,1
351,4988-49,2
352,2979-8,3
353,13704-5,1
354,3343-1,1
355,7926-13,3
356,6385-63,1
357,6379-62,1
358,10981-56,1
359,9402-18,1
360,15527-90,1
361,22484-17,1
362,5680-54,1
363,5178-5,1
364,6259-60,1
365,8374-5,1
366,2358-19,1
367,17693-2,3
368,13384-110,1
369,12480-9,1
370,18899-82,1
371,18336-31,1
372,3067-67,1
373,23299-52,1
374,10754-113,1
375,8367-142,1
376,22113-2,1
377,2190-55,1
378,8091-16,1
379,13119-26,1
380,10490-3,1
381,23529-11,1
382,7200-4,1
383,19236-24,1
384,6359-50,1
385,11647-6,1
